event_type,key,timestamp
D,16,1726412251692360700
D,73,1726412251810346300
U,16,1726412251892531700
U,73,1726412251892531700
D,32,1726412252002761500
U,32,1726412252082575700
D,84,1726412252144757900
U,84,1726412252216136400
D,82,1726412252342347200
U,82,1726412252429165900
D,73,1726412252444792900
U,73,1726412252533599300
D,69,1726412252534652700
U,69,1726412252628638900
D,68,1726412252722893600
D,32,1726412252779759300
U,68,1726412252811520800
U,32,1726412252865493900
D,83,1726412252973048400
D,79,1726412253052844300
U,83,1726412253061211600
U,79,1726412253136183200
D,32,1726412253248437100
U,32,1726412253345579100
D,72,1726412253458798600
U,72,1726412253532636900
D,65,1726412253532636900
U,65,1726412253602859600
D,82,1726412253682972200
U,82,1726412253765665700
D,68,1726412253892857800
D,32,1726412253989773800
U,68,1726412253989773800
U,32,1726412254110272100
D,65,1726412254110272100
D,78,1726412254197362000
U,65,1726412254197362000
U,78,1726412254277721800
D,68,1726412254368686300
U,68,1726412254542806700
D,32,1726412254646251400
U,32,1726412254735008600
D,71,1726412254797935800
U,71,1726412254884820800
D,79,1726412254903036300
U,79,1726412254982799700
D,84,1726412255032927400
D,32,1726412255114734000
U,84,1726412255114734000
U,32,1726412255182881800
D,83,1726412255276869600
D,79,1726412255331254400
U,83,1726412255381907600
U,79,1726412255408643900
D,32,1726412255512622800
U,32,1726412255602970300
D,70,1726412255642766400
U,70,1726412255723344500
D,65,1726412255812972700
U,65,1726412255922894300
D,82,1726412255994138300
U,82,1726412256072836000
D,32,1726412256097202900
U,32,1726412256194239700
D,66,1726412256282964000
U,66,1726412256358042700
D,85,1726412256377721900
U,85,1726412256482780300
D,84,1726412256515357300
D,32,1726412256592776000
U,84,1726412256592776000
U,32,1726412256675143800
D,73,1726412256848268200
U,73,1726412256923331500
D,78,1726412256988019600
U,78,1726412257046170500
D,32,1726412257133178400
U,32,1726412257213229000
D,84,1726412257213229000
U,84,1726412257288721300
D,72,1726412257320461900
U,72,1726412257412969800
D,69,1726412257412969800
D,32,1726412257510342600
U,69,1726412257510342600
U,32,1726412257592714700
D,69,1726412257620506000
U,69,1726412257699315900
D,78,1726412257747072200
U,78,1726412257853161600
D,68,1726412257853161600
U,68,1726412257929097800
D,32,1726412257952928800
U,32,1726412258027874700
D,73,1726412258138018900
U,73,1726412258242921400
D,84,1726412258246624800
U,84,1726412258297608200
D,32,1726412258353078200
U,32,1726412258433229800
D,68,1726412258486736800
D,79,1726412258563200300
U,68,1726412258563200300
U,79,1726412258646364500
D,69,1726412258673234200
U,69,1726412258748153600
D,83,1726412258842967700
U,83,1726412258934320500
D,78,1726412259202972800
U,78,1726412259283035200
D,39,1726412259465278200
U,39,1726412259573567800
D,84,1726412259614829400
U,84,1726412259683119300
D,32,1726412259777200000
U,32,1726412259852995900
D,69,1726412259955126900
U,69,1726412260043242600
D,86,1726412260160955900
D,69,1726412260231590000
U,86,1726412260300072300
D,78,1726412260348294600
U,69,1726412260348294600
U,78,1726412260403179600
D,32,1726412260483730500
U,32,1726412260568275000
D,77,1726412260633234700
U,77,1726412260733365100
D,65,1726412260733365100
U,65,1726412260803085400
D,84,1726412260883450300
U,84,1726412260969357100
D,84,1726412261045405000
U,84,1726412261119778700
D,69,1726412261123288400
D,82,1726412261193082300
U,69,1726412261213165800
U,82,1726412261303225800
D,32,1726412261364237800
U,32,1726412261453513000
D,8,1726412261873265900
U,8,1726412261969544400
D,46,1726412262088205600
D,32,1726412262201856100
U,46,1726412262203382000
U,32,1726412262299204400
D,16,1726412263833225900
D,16,1726412264340596700
D,16,1726412264374143100
D,16,1726412264408489000
D,16,1726412264439777700
D,16,1726412264473355800
D,16,1726412264503601500
D,79,1726412264530334300
U,16,1726412264644638200
U,79,1726412264644638200
D,78,1726412264738766000
U,78,1726412264800551300
D,32,1726412264915184900
U,32,1726412264983247700
D,69,1726412265106007500
U,69,1726412265214477500
D,8,1726412265853604400
U,8,1726412265905122700
D,8,1726412265979565200
U,8,1726412266063546300
D,69,1726412266063546300
U,69,1726412266170369600
D,32,1726412266226818500
U,32,1726412266324405800
D,84,1726412266442380100
U,84,1726412266512414900
D,72,1726412266525097900
U,72,1726412266588713500
D,73,1726412266703946200
U,73,1726412266783431400
D,78,1726412266845528800
U,78,1726412266924195000
D,71,1726412266949981900
D,32,1726412267016798800
U,71,1726412267016798800
U,32,1726412267098038700
D,16,1726412267342251000
D,73,1726412267462117300
U,16,1726412267529086500
U,73,1726412267529086500
D,32,1726412267643900800
U,32,1726412267723924500
D,68,1726412267743465000
U,68,1726412267803841800
D,79,1726412267867557300
U,79,1726412267954241400
D,78,1726412268033633500
U,78,1726412268095407900
D,39,1726412268233927000
U,39,1726412268346107200
D,84,1726412268347876500
U,84,1726412268414791500
D,32,1726412268482516300
U,32,1726412268552939900
D,75,1726412268609932000
U,75,1726412268706818500
D,78,1726412268764705100
U,78,1726412268823867900
D,79,1726412268883910300
U,79,1726412268964645400
D,87,1726412269004415200
D,32,1726412269123844700
U,87,1726412269123844700
U,32,1726412269197579700
D,87,1726412269232106900
D,72,1726412269303636900
U,87,1726412269303636900
U,72,1726412269365594400
D,89,1726412269484022000
U,89,1726412269595912600
D,32,1726412269670295400
U,32,1726412269763586500
D,16,1726412270904093000
D,73,1726412271014035900
U,16,1726412271056311900
U,73,1726412271096384000
D,84,1726412271183744900
U,84,1726412271226927600
D,32,1726412271274585500
U,32,1726412271362528300
D,70,1726412271546294100
U,70,1726412271643888500
D,79,1726412271666272000
U,79,1726412271763319400
D,69,1726412271815943900
U,69,1726412271914901000
D,8,1726412272268373000
U,8,1726412272336475200
D,8,1726412272404123500
U,8,1726412272479980000
D,68,1726412272604343500
U,68,1726412272688610300
D,73,1726412272754005100
U,73,1726412272796307400
D,69,1726412272839001600
U,69,1726412272895492300
D,8,1726412273194337200
U,8,1726412273245655100
D,8,1726412273324161300
U,8,1726412273396111800
D,8,1726412273463978200
U,8,1726412273546950000
D,68,1726412273848369700
U,68,1726412273940281700
D,79,1726412273968100600
U,79,1726412274079118900
D,69,1726412274080257300
U,69,1726412274128959700
D,83,1726412274254668800
U,83,1726412274359377200
D,32,1726412274385050200
U,32,1726412274474451100
D,78,1726412274584076800
U,78,1726412274648531100
D,79,1726412274704153300
U,79,1726412274807737400
D,84,1726412274807737400
U,84,1726412274882377200
D,32,1726412274900433200
U,32,1726412275029179800
D,69,1726412275030294300
U,69,1726412275162316300
D,86,1726412275234957400
D,69,1726412275308242900
D,78,1726412275383929400
U,86,1726412275383929400
U,69,1726412275447793500
U,78,1726412275465392000
D,32,1726412275548548500
U,32,1726412275614011400
D,77,1726412275683873400
U,77,1726412275764685400
D,65,1726412275794514500
U,65,1726412275898662900
D,84,1726412275935968800
U,84,1726412275995460200
D,84,1726412276074113600
U,84,1726412276147182000
D,69,1726412276147182000
D,82,1726412276230718000
U,69,1726412276265082900
D,32,1726412276346462100
U,82,1726412276346462100
U,32,1726412276434782800
D,72,1726412276536255300
U,72,1726412276604397800
D,79,1726412276734333600
U,79,1726412276824502700
D,87,1726412276867363300
U,87,1726412276948080000
D,32,1726412276976638300
U,32,1726412277081483000
D,72,1726412277164088600
D,65,1726412277227035000
U,72,1726412277248055200
U,65,1726412277304633400
D,82,1726412277389995800
U,82,1726412277464337400
D,68,1726412277581388300
D,32,1726412277664201200
U,68,1726412277664201200
U,32,1726412277734132800
D,89,1726412277853206700
U,89,1726412277941504700
D,79,1726412277957734600
U,79,1726412278027736000
D,85,1726412278144206900
U,85,1726412278224372500
D,32,1726412278320246100
U,32,1726412278425672800
D,84,1726412278427364900
U,84,1726412278474300000
D,82,1726412278604932100
D,89,1726412278685987000
U,82,1726412278685987000
U,89,1726412278764645100
D,67,1726412280599140700
