event_type,key,timestamp
D,16,1726422399210172300
D,73,1726422399428445900
U,73,1726422399507642800
U,16,1726422399536671400
D,32,1726422399693908200
U,32,1726422399772956400
D,84,1726422400531269800
U,84,1726422400634414300
D,82,1726422400634414300
U,82,1726422400731527800
D,73,1726422400879572800
U,73,1726422400999376800
D,69,1726422400999376800
U,69,1726422401059199000
D,68,1726422401175246800
D,32,1726422401300267400
U,68,1726422401301263600
U,32,1726422401397204100
D,83,1726422402128918300
D,80,1726422402236569400
U,83,1726422402237430700
U,80,1726422402307291100
D,79,1726422403502887300
U,79,1726422403582339500
D,8,1726422404408938700
U,8,1726422404479229400
D,8,1726422404573904200
U,8,1726422404626133100
D,79,1726422405299260300
U,79,1726422405357455000
D,32,1726422405508824300
U,32,1726422405587958400
D,72,1726422405719455400
U,72,1726422405797932100
D,65,1726422405820940400
U,65,1726422405918135500
D,82,1726422406101397900
U,82,1726422406181036100
D,68,1726422406336349600
U,68,1726422406434238900
D,32,1726422407212356100
U,32,1726422407282622100
D,16,1726422409030981400
D,65,1726422409165773400
U,16,1726422409270067000
U,65,1726422409306720600
D,78,1726422409635390600
U,78,1726422409732798500
D,68,1726422409836160400
U,68,1726422409942364100
D,32,1726422409995301300
U,32,1726422410102194300
D,71,1726422410431977400
U,71,1726422410529617200
D,79,1726422410616911000
U,79,1726422410728855900
D,84,1726422410728855900
U,84,1726422410817060000
D,32,1726422410918570600
U,32,1726422411034749200
D,83,1726422411205338700
U,83,1726422411311707200
D,79,1726422411768765300
U,79,1726422411847912700
D,32,1726422411985470900
U,32,1726422412074080100
D,70,1726422412232589000
U,70,1726422412319074200
D,65,1726422412320069300
U,65,1726422412388101900
D,82,1726422412530788100
U,82,1726422412619056800
D,32,1726422412644757600
U,32,1726422412743538000
D,85,1726422413569123700
U,85,1726422413674754200
D,84,1726422413713164700
U,84,1726422413791968400
D,32,1726422413866756300
U,32,1726422413946152500
D,73,1726422414076317100
U,73,1726422414137531200
D,78,1726422414254495200
U,78,1726422414323494100
D,32,1726422414414319700
U,32,1726422414521558500
D,84,1726422414545282900
U,84,1726422414633406500
D,72,1726422414667519100
U,72,1726422414771525500
D,69,1726422414771525500
U,69,1726422414876623000
D,32,1726422414933656700
U,32,1726422415040759100
D,69,1726422415082426700
U,69,1726422415162647200
D,78,1726422415233104100
D,68,1726422415302679100
U,78,1726422415327951600
U,68,1726422415406182700
D,32,1726422415499430000
U,32,1726422415599603900
D,73,1726422416604672900
U,73,1726422416710762400
D,84,1726422416798103300
U,84,1726422416877110300
D,32,1726422416940172500
U,32,1726422417038352200
D,68,1726422417337185600
U,68,1726422417425792000
D,79,1726422417450911500
U,79,1726422417562699700
D,69,1726422417562699700
U,69,1726422417623938400
D,83,1726422417728320000
U,83,1726422417834833600
D,78,1726422418416042400
U,78,1726422418490001700
D,39,1726422418920421500
U,39,1726422419027099900
D,84,1726422419197849700
U,84,1726422419286350900
D,32,1726422419371428400
U,32,1726422419477941000
D,69,1726422419509277300
U,69,1726422419651935200
D,86,1726422419718063900
U,86,1726422419796971300
D,69,1726422419842720700
U,69,1726422419939234600
D,78,1726422420020153400
U,78,1726422420108653400
D,32,1726422420225277400
U,32,1726422420295046600
D,77,1726422420477067700
U,77,1726422420583150600
D,65,1726422420639054300
U,65,1726422420754006100
D,89,1726422421045997600
U,89,1726422421134202300
D,8,1726422421956808700
U,8,1726422422036100600
D,84,1726422422272057400
U,84,1726422422333203000
D,84,1726422422421918900
D,69,1726422422447786400
U,84,1726422422480961000
U,69,1726422422551596400
D,82,1726422422613374200
D,32,1726422422717302200
U,82,1726422422717302200
U,32,1726422422790375900
D,16,1726422424040990200
D,73,1726422424277688400
U,16,1726422424359727700
U,73,1726422424359727700
D,32,1726422424483131600
U,32,1726422424562376800
D,72,1726422424668386800
U,72,1726422424754490600
D,65,1726422424755486600
U,65,1726422424840942100
D,68,1726422424961774500
D,32,1726422425077581300
U,68,1726422425077581300
U,32,1726422425184656900
D,84,1726422425214946300
U,84,1726422425302488300
D,79,1726422425371684100
U,79,1726422425450665500
D,32,1726422425570276400
U,32,1726422425667406100
D,70,1726422425812609000
U,70,1726422425890078100
D,65,1726422425890078100
U,65,1726422425986571000
D,76,1726422426079672900
U,76,1726422426158995800
D,76,1726422426244450100
U,76,1726422426305274800
D,32,1726422426468982000
U,32,1726422426548165300
D,84,1726422427199323700
D,79,1726422427305817700
U,84,1726422427305817700
U,79,1726422427393898000
D,32,1726422427523432900
U,32,1726422427612777600
D,76,1726422427745474300
U,76,1726422427815229300
D,79,1726422427923093900
U,79,1726422427983276800
D,83,1726422428253075600
U,83,1726422428341903000
D,69,1726422428782626300
U,69,1726422428897881800
D,32,1726422429153941100
U,32,1726422429242590000
D,73,1726422429402972400
U,73,1726422429490979300
D,84,1726422429519243400
U,84,1726422429608039300
D,32,1726422429709691300
U,32,1726422429807298700
D,65,1726422430170354400
U,65,1726422430276806500
D,76,1726422430302845400
U,76,1726422430373675700
D,76,1726422430468929900
U,76,1726422430539332500
D,8,1726422432338281200
U,8,1726422432417894000
D,32,1726422432877679600
U,32,1726422432966459800
D,66,1726422434168284900
U,66,1726422434229226800
D,85,1726422434375949000
U,85,1726422434479761700
D,84,1726422434479761700
U,84,1726422434559264800
D,32,1726422434613611500
U,32,1726422434694105500
D,73,1726422434806244200
U,73,1726422434876001900
D,78,1726422434968424100
U,78,1726422435029249100
D,32,1726422435113248600
U,32,1726422435202310000
D,84,1726422435252182400
U,84,1726422435332842500
D,72,1726422435379784100
U,72,1726422435477771400
D,69,1726422435507800000
U,69,1726422435596292100
D,32,1726422435618121500
U,32,1726422435725459000
D,69,1726422435770612700
U,69,1726422435874968800
D,78,1726422435907961700
U,78,1726422436012192800
D,68,1726422436013153000
U,68,1726422436127035100
D,32,1726422436153748600
U,32,1726422436251772700
D,73,1726422436409356300
U,73,1726422436506824200
D,84,1726422436562628800
U,84,1726422436660365800
D,32,1726422436717915500
U,32,1726422436825212800
D,68,1726422436912982200
U,68,1726422437029138700
D,79,1726422437169161400
U,79,1726422437275322900
D,69,1726422437318830500
U,69,1726422437406752800
D,83,1726422437509085200
U,83,1726422437625420800
D,78,1726422437650932400
U,78,1726422437721938200
D,39,1726422438170241600
U,39,1726422438274850900
D,84,1726422438443535900
U,84,1726422438541647700
D,32,1726422438601117100
U,32,1726422438724293300
D,69,1726422438724293300
U,69,1726422438844548600
D,86,1726422438895008100
U,86,1726422439000533500
D,69,1726422439000533500
U,69,1726422439114998000
D,78,1726422439141361300
U,78,1726422439230304500
D,32,1726422439345429100
U,32,1726422439432605600
D,77,1726422439513624800
D,65,1726422439582962500
U,77,1726422439599178800
U,65,1726422439686456700
D,84,1726422439768638700
U,84,1726422439838872000
D,84,1726422439925053600
D,69,1726422439967782500
U,84,1726422440002687800
U,69,1726422440063569300
D,82,1726422440145133200
D,32,1726422440226593600
U,82,1726422440256986800
U,32,1726422440321042700
D,79,1726422442802097300
U,79,1726422442862464100
D,8,1726422446839459000
U,8,1726422446918652200
D,16,1726422446938206200
D,79,1726422447159453600
U,16,1726422447186941900
U,79,1726422447226896000
D,78,1726422447366773000
U,78,1726422447470094500
D,69,1726422447471121500
D,32,1726422447578044700
U,69,1726422447578044700
U,32,1726422447675053800
D,84,1726422447711664600
U,84,1726422447798522100
D,72,1726422447818501400
U,72,1726422447888508200
D,73,1726422447979211000
U,73,1726422448058886000
D,78,1726422448164573000
U,78,1726422448252926700
D,71,1726422448384955500
U,71,1726422448455664100
D,44,1726422448939760000
U,44,1726422449009808500
D,32,1726422449145274500
D,16,1726422449231440600
U,32,1726422449231440600
D,73,1726422449391484600
U,16,1726422449437606700
U,73,1726422449458080500
D,32,1726422449582734200
U,32,1726422449669494800
D,68,1726422449697640200
U,68,1726422449805624600
D,79,1726422449822806000
U,79,1726422449902670200
D,78,1726422450044870800
U,78,1726422450133082400
D,39,1726422450594764000
U,39,1726422450681613700
D,84,1726422450774546200
U,84,1726422450880306000
D,32,1726422450940457400
U,32,1726422451019438500
D,75,1726422451148913000
U,75,1726422451268041400
D,78,1726422451327128300
U,78,1726422451378052500
D,79,1726422451485046400
U,79,1726422451563753600
D,87,1726422451587274100
D,32,1726422451704425700
U,87,1726422451705425500
U,32,1726422451802071400
D,87,1726422452068328900
U,87,1726422452202308500
D,72,1726422452244132800
U,72,1726422452313646400
D,89,1726422453041613500
U,89,1726422453129657100
D,32,1726422453318176900
U,32,1726422453415877300
D,67,1726422455161628700
U,67,1726422455312844400
D,67,1726422458615700700
